DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
10/9/2022,5197.714285714285,5073.571428571428,1378.857142857143,321.57142857142856,1188,1071.7142857142858,949.1428571428571,96.85714285714286,66.42857142857143
10/16/2022,5385.571428571428,5639.857142857143,1386.857142857143,709.4285714285714,1405.2857142857142,1106.7142857142858,963.2857142857143,0,67.57142857142857
10/23/2022,5282.857142857143,5829.714285714285,1252.7142857142858,772.8571428571429,1393,1239.857142857143,1102.7142857142858,0,67.57142857142857
10/30/2022,5266.285714285715,5627,1387.2857142857142,565.2857142857143,1277.5714285714287,1214.142857142857,1122.142857142857,0,60.285714285714285
11/6/2022,5176.142857142857,5832.142857142857,1386,978.7142857142857,974.5714285714286,1313.857142857143,1121.2857142857142,0,56.42857142857143
11/13/2022,5387.142857142857,5776,1387.5714285714287,397.2857142857143,1010.8571428571429,1490.7142857142858,1416,0,72.28571428571429
11/20/2022,5797.714285714285,6088.428571428572,1384.5714285714287,578.2857142857143,1084.142857142857,1402.857142857143,1562.5714285714287,0.14285714285714285,74.71428571428571
11/27/2022,5629.142857142857,6190.142857142857,1389.142857142857,745.1428571428571,1211,1513.2857142857142,1254.4285714285713,0,76.28571428571429
12/4/2022,5541.571428571428,6389.857142857143,1391.7142857142858,890.8571428571429,1213.2857142857142,1654.142857142857,1163.142857142857,0,75.14285714285714
12/11/2022,5814.857142857143,6425.571428571428,1393.4285714285713,936.2857142857143,1123.2857142857142,1575.857142857143,1314.5714285714287,0,81.42857142857143
12/18/2022,5909,6251.285714285715,1394.142857142857,1048.2857142857142,1247.857142857143,1328.4285714285713,1154.857142857143,0,76.85714285714286
12/25/2022,5803.571428571428,6858.142857142857,1406.5714285714287,757.1428571428571,1850.2857142857142,1649.4285714285713,1136.7142857142858,0,57.714285714285715
1/1/2023,5091.142857142857,5991.428571428572,1409.857142857143,1114.4285714285713,1416.7142857142858,1041.142857142857,977.5714285714286,0,32.857142857142854
1/8/2023,5266.428571428572,6223.571428571428,1401.857142857143,731.4285714285714,1469,1649.142857142857,929.7142857142857,0,41
1/15/2023,5654.428571428572,6532.142857142857,1394.7142857142858,1318,1221.142857142857,1575.2857142857142,958.7142857142857,0,63.285714285714285
1/22/2023,5707.428571428572,7483,1402.5714285714287,1746.4285714285713,1654.2857142857142,1650.7142857142858,961.7142857142857,0,66
1/29/2023,5778.285714285715,7844.857142857143,1392.7142857142858,1220,2462.714285714286,1736.5714285714287,968.2857142857143,0,64.42857142857143
2/5/2023,5910.285714285715,7279.571428571428,1397.4285714285713,1112.7142857142858,1999.857142857143,1722.5714285714287,981,0,65.14285714285714
2/12/2023,6186.142857142857,7425.714285714285,1395.5714285714287,1562.857142857143,1715.7142857142858,1702.857142857143,982.8571428571429,0,65
2/19/2023,5910.142857142857,6833.571428571428,1402.857142857143,1333.5714285714287,1449,1620.5714285714287,966.1428571428571,0,61
2/26/2023,5580.142857142857,7077.857142857143,1398.857142857143,1208.142857142857,1810.5714285714287,1619.857142857143,986.1428571428571,0,53.42857142857143
3/5/2023,5728.142857142857,6753.857142857143,1395.857142857143,671.7142857142857,2373.1428571428573,1237.2857142857142,1021.5714285714286,0,53.142857142857146
3/12/2023,5555.142857142857,6679.428571428572,1406.4285714285713,1048.2857142857142,2205.4285714285716,957,1003.1428571428571,0,57.857142857142854
